date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:46:07	66700/66700	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d3d-1048c%22	https://miraclestudio.design/html/deliciousa-html/checkout.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/checkout.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:08	128619/128619	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d49-1f66b%22	https://miraclestudio.design/html/deliciousa-html/index.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/index.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:08	188935/188935	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d4a-2e207%22	https://miraclestudio.design/html/deliciousa-html/index03.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/index03.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:08	74323/74323	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d4a-12253%22	https://miraclestudio.design/html/deliciousa-html/index04.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/index04.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:09	125640/125640	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d4b-1eac8%22	https://miraclestudio.design/html/deliciousa-html/index05.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/index05.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:09	98104/98104	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d4b-17f38%22	https://miraclestudio.design/html/deliciousa-html/index06.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/index06.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:09	90170/90170	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d4c-1603a%22	https://miraclestudio.design/html/deliciousa-html/index07.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/index07.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:10	147336/147336	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d4c-23f88%22	https://miraclestudio.design/html/deliciousa-html/index08.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/index08.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:10	157923/157923	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d4d-268e3%22	https://miraclestudio.design/html/deliciousa-html/index09.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/index09.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:11	50956/50956	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d4d-c70c%22	https://miraclestudio.design/html/deliciousa-html/index10.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/index10.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:11	133855/133855	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d4d-20adf%22	https://miraclestudio.design/html/deliciousa-html/index11.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/index11.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:12	105177/105177	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d4e-19ad9%22	https://miraclestudio.design/html/deliciousa-html/index12.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/index12.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:12	64135/64135	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d4e-fa87%22	https://miraclestudio.design/html/deliciousa-html/index13.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/index13.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:12	55090/55090	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d4e-d732%22	https://miraclestudio.design/html/deliciousa-html/index14.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/index14.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:13	40370/40370	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d4f-9db2%22	https://miraclestudio.design/html/deliciousa-html/index15.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/index15.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:13	61768/61768	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d4f-f148%22	https://miraclestudio.design/html/deliciousa-html/index16.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/index16.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:14	94302/94302	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d4f-1705e%22	https://miraclestudio.design/html/deliciousa-html/index17.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/index17.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:14	26912/26912	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d4f-6920%22	https://miraclestudio.design/html/deliciousa-html/index18.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/index18.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:14	23528/23528	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d50-5be8%22	https://miraclestudio.design/html/deliciousa-html/index19.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/index19.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:15	191663/191663	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d48-2ecaf%22	https://miraclestudio.design/html/deliciousa-html/index-slider.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/index-slider.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:15	198084/198084	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d48-305c4%22	https://miraclestudio.design/html/deliciousa-html/index-video.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/index-video.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:16	197723/197723	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d47-3045b%22	https://miraclestudio.design/html/deliciousa-html/index-animate.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/index-animate.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:16	90404/90404	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d50-16124%22	https://miraclestudio.design/html/deliciousa-html/index20.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/index20.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:17	69585/69585	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d51-10fd1%22	https://miraclestudio.design/html/deliciousa-html/reservation-v2.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/reservation-v2.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:18	71813/71813	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d52-11885%22	https://miraclestudio.design/html/deliciousa-html/reservation-v3.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/reservation-v3.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:18	60193/60193	---M--	200	added ('OK')	image/jpeg	etag:%225f527d87-eb21%22	https://miraclestudio.design/html/deliciousa-html/assets/images/bg/bg-food.jpg	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/assets/images/bg/bg-food.jpg	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:18	67820/67820	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d52-108ec%22	https://miraclestudio.design/html/deliciousa-html/reservation-v4.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/reservation-v4.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:18	70200/70200	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d53-11238%22	https://miraclestudio.design/html/deliciousa-html/reservation-v5.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/reservation-v5.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:19	125709/125709	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d40-1eb0d%22	https://miraclestudio.design/html/deliciousa-html/food-menu-v1.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/food-menu-v1.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:19	83778/83778	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d43-14742%22	https://miraclestudio.design/html/deliciousa-html/food-menu-v2.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/food-menu-v2.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:19	166116/166116	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d44-288e4%22	https://miraclestudio.design/html/deliciousa-html/food-menu-v3.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/food-menu-v3.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:20	163228/163228	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d44-27d9c%22	https://miraclestudio.design/html/deliciousa-html/food-menu-v4.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/food-menu-v4.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:20	163155/163155	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d45-27d53%22	https://miraclestudio.design/html/deliciousa-html/food-menu-v5.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/food-menu-v5.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:21	65830/65830	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d44-10126%22	https://miraclestudio.design/html/deliciousa-html/food-menu-v6.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/food-menu-v6.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:21	104257/104257	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d45-19741%22	https://miraclestudio.design/html/deliciousa-html/food-menu-v7.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/food-menu-v7.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:21	129396/129396	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d46-1f974%22	https://miraclestudio.design/html/deliciousa-html/food-menu-v8.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/food-menu-v8.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:22	142572/142572	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d46-22cec%22	https://miraclestudio.design/html/deliciousa-html/food-menu-v9.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/food-menu-v9.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:22	111646/111646	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d40-1b41e%22	https://miraclestudio.design/html/deliciousa-html/food-menu-v10.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/food-menu-v10.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:23	65197/65197	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d41-fead%22	https://miraclestudio.design/html/deliciousa-html/food-menu-v11.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/food-menu-v11.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:23	168578/168578	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d41-29282%22	https://miraclestudio.design/html/deliciousa-html/food-menu-v12.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/food-menu-v12.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:23	168801/168801	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d42-29361%22	https://miraclestudio.design/html/deliciousa-html/food-menu-v13.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/food-menu-v13.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:24	183585/183585	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d42-2cd21%22	https://miraclestudio.design/html/deliciousa-html/food-menu-v14.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/food-menu-v14.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:24	103759/103759	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d43-1954f%22	https://miraclestudio.design/html/deliciousa-html/food-menu-v15.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/food-menu-v15.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:24	79708/79708	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d55-1375c%22	https://miraclestudio.design/html/deliciousa-html/single-food.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/single-food.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:25	80884/80884	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d54-13bf4%22	https://miraclestudio.design/html/deliciousa-html/single-food-v2.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/single-food-v2.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:25	80066/80066	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d54-138c2%22	https://miraclestudio.design/html/deliciousa-html/single-food-v3.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/single-food-v3.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:26	82491/82491	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d55-1423b%22	https://miraclestudio.design/html/deliciousa-html/single-food-v4.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/single-food-v4.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:26	62635/62635	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d56-f4ab%22	https://miraclestudio.design/html/deliciousa-html/wishlist.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/wishlist.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:26	83712/83712	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d3c-14700%22	https://miraclestudio.design/html/deliciousa-html/blog.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/blog.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:27	75321/75321	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d3b-12639%22	https://miraclestudio.design/html/deliciousa-html/blog-grid.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/blog-grid.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:27	73377/73377	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d3b-11ea1%22	https://miraclestudio.design/html/deliciousa-html/blog-list.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/blog-list.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:28	75414/75414	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d3b-12696%22	https://miraclestudio.design/html/deliciousa-html/blog-masonry.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/blog-masonry.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:28	89557/89557	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d3c-15dd5%22	https://miraclestudio.design/html/deliciousa-html/blog-single.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/blog-single.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:28	61379/61379	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d3f-efc3%22	https://miraclestudio.design/html/deliciousa-html/event.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/event.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:29	74110/74110	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d3d-1217e%22	https://miraclestudio.design/html/deliciousa-html/chef.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/chef.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:29	57654/57654	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d3e-e136%22	https://miraclestudio.design/html/deliciousa-html/event-calendar.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/event-calendar.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:29	81285/81285	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d3f-13d85%22	https://miraclestudio.design/html/deliciousa-html/event-single.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/event-single.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:30	65081/65081	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d54-fe39%22	https://miraclestudio.design/html/deliciousa-html/single-chef.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/single-chef.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:30	66948/66948	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d53-10584%22	https://miraclestudio.design/html/deliciousa-html/services.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/services.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:30	60077/60077	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d46-eaad%22	https://miraclestudio.design/html/deliciousa-html/gallery.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/gallery.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:31	59867/59867	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d53-e9db%22	https://miraclestudio.design/html/deliciousa-html/signin.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/signin.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:31	9917/9917	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d3d-26bd%22	https://miraclestudio.design/html/deliciousa-html/coming-soon.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/coming-soon.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:32	21902/21902	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d39-558e%22	https://miraclestudio.design/html/deliciousa-html/404.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/404.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:32	74880/74880	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d39-12480%22	https://miraclestudio.design/html/deliciousa-html/about_v1.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/about_v1.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:32	68916/68916	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d39-10d34%22	https://miraclestudio.design/html/deliciousa-html/about_v2.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/about_v2.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:33	72901/72901	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d3a-11cc5%22	https://miraclestudio.design/html/deliciousa-html/about_v3.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/about_v3.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
11:46:33	73055/73055	---MCZ	200	added ('OK')	text/html	etag:W/%225f527d3a-11d5f%22	https://miraclestudio.design/html/deliciousa-html/about_v4.html	C:/Users/HP/Desktop/website/silsil/miraclestudio.design/html/deliciousa-html/about_v4.html	(from https://miraclestudio.design/html/deliciousa-html/reservation-v1.html)
